10001	40
10019	10
10019	17
10027	9
10040	30
10043	45
10047	33
10048	24
10048	36
10056	2
10056	7
10062	15
10063	31
10063	47
10069	3
10072	35
10092	6
10099	11
10101	41
10109	32
10111	16
10112	37
10117	19
10130	5
10130	50
10154	12
10156	26
10197	48
10200	1
10209	4
10224	30
10233	34
10237	43
10238	9
10240	18
10242	44
10243	38
10247	33
10249	36
10251	10
10251	40
10253	25
10255	14
10256	20
10265	27
10290	24
10310	45
10314	39
10327	29
10330	1
10332	21
10346	37
10347	32
10351	50
10359	19
10382	3
10387	28
10389	16
10394	47
10396	12
10398	41
10405	30
10413	8
10416	5
10418	36
10425	6
10434	43
10438	31
10438	35
10482	2
10485	1
10487	9
10505	10
10514	34
10524	15
10528	38
10529	4
10544	40
10544	49
10546	20
10549	50
10562	17
10571	14
10574	45
10575	11
10584	36
10593	30
10593	42
10601	33
10603	5
10609	21
10615	47
10617	48
10625	32
10626	24
10628	25
10630	37
10640	26
10648	10
10652	31
10664	6
10671	1
10676	19
10684	27
10685	29
10685	46
10688	41
10698	2
10701	3
10721	9
10727	39
10728	34
10730	43
10738	28
10747	16
10748	15
10752	44
10767	30
10787	33
10787	48
10791	4
10794	45
10801	5
10807	40
10808	20
10819	1
10821	36
10830	35
10845	18
10853	38
10854	32
10867	10
10867	22
10868	7
10871	50
10881	12
10885	24
10886	21
10888	23
10889	17
10891	6
10898	11
10931	9
10931	19
10931	43
10957	37
10976	2
10978	47
10983	41
10987	34
10992	30
11007	26
11019	1
11030	45
11032	42
11032	49
11032	50
11034	16
11034	33
11036	5
11043	36
11048	29
11050	32
11060	15
11070	40
11085	4
11103	9
11107	3
11110	30
11111	21
11123	24
11125	6
11127	10
11131	44
11133	25
11150	20
11163	43
11166	1
11184	27
11186	48
11209	36
11216	31
11226	14
11230	11
11234	5
11237	2
11241	38
11254	35
11257	19
11287	33
11291	37
11292	40
11294	34
11295	45
11300	39
11306	43
11307	32
11308	50
11313	30
11320	41
11329	9
11333	12
11355	16
11356	23
11383	1
11405	4
11412	6
11414	33
11422	24
11422	47
11424	36
11431	17
11438	10
11442	20
11444	29
11444	32
11449	26
11458	22
11477	15
11477	18
11479	45
11482	34
11487	48
11493	38
11500	28
11504	5
11510	3
11512	2
11524	21
11525	11
11527	50
11533	30
11543	16
11559	37
11568	40
11578	1
11584	9
11619	43
11630	31
11633	19
11656	35
11675	25
11675	27
11676	7
11676	26
11679	36
11698	20
11701	32
11706	2
11706	4
11710	30
11712	45
11725	1
11727	6
11735	21
11742	22
11746	24
11748	44
11763	10
11769	33
11769	40
11774	50
11789	5
11791	34
11792	38
11797	15
11797	42
11798	41
11800	39
11800	47
11801	29
11803	9
11803	12
11804	49
11807	48
11809	14
11810	16
11814	11
11814	43
11833	3
11842	19
11875	45
11883	30
11883	37
11888	32
11895	26
11899	1
11945	35
11947	31
11949	36
11972	23
11976	2
11985	9
11995	20
